"cm_id","X_Easting","Y_Northing","timestamp","group"
"137",1430011.34142565,5083154.93927798,2020-02-07 01:32:23,19
"137",1430011.34142565,5083154.93927798,2020-02-07 01:37:12,20
"137",1430011.34142565,5083154.93927798,2020-02-07 01:52:12,23
"137",1430011.34142565,5083154.93927798,2020-02-07 01:57:05,24
"137",1430011.34142565,5083154.93927798,2020-02-07 02:02:24,25
"137",1430011.34142565,5083154.93927798,2020-02-07 02:07:14,26
"137",1430017.41548557,5083154.31952949,2020-02-07 02:17:22,28
"137",1430017.41548557,5083154.31952949,2020-02-07 02:22:12,29
"137",1430017.41548557,5083154.31952949,2020-02-07 02:27:03,30
"137",1430017.41548557,5083154.31952949,2020-02-07 02:32:22,31
"137",1430017.41548557,5083154.31952949,2020-02-07 02:37:12,32
"137",1430017.41548557,5083154.31952949,2020-02-07 02:42:02,33
"137",1430017.41548557,5083154.31952949,2020-02-07 02:47:22,34
"137",1430017.41548557,5083154.31952949,2020-02-07 02:52:11,35
"137",1430017.41548557,5083154.31952949,2020-02-07 02:57:01,36
"137",1430017.41548557,5083154.31952949,2020-02-07 03:02:21,37
"137",1430017.41548557,5083154.31952949,2020-02-07 03:07:13,38
"137",1430022.43078494,5083148.44801142,2020-02-07 03:17:21,40
"137",1430022.43078494,5083148.44801142,2020-02-07 03:22:11,41
"137",1430031.04072839,5083145.33783644,2020-02-07 03:32:22,43
"137",1430014.89265156,5083159.36678966,2020-02-07 03:37:15,44
"137",1430013.85416451,5083153.33748466,2020-02-07 03:57:04,48
"137",1430013.85416451,5083153.33748466,2020-02-07 04:02:22,49
"137",1430013.85416451,5083153.33748466,2020-02-07 04:07:12,50
"137",1430013.85416451,5083153.33748466,2020-02-07 04:12:03,51
"137",1430017.4502274,5083152.98660459,2020-02-07 05:52:27,71
"137",1430017.4502274,5083152.98660459,2020-02-07 05:57:16,72
"137",1430017.4502274,5083152.98660459,2020-02-07 06:02:06,73
"137",1430012.06143555,5083173.18706146,2020-02-07 06:12:18,75
"137",1430012.06143555,5083173.18706146,2020-02-07 06:16:44,76
"137",1430023.58367444,5083153.14646609,2020-02-07 06:22:06,77
"137",1430023.58367444,5083153.14646609,2020-02-07 06:27:28,78
"137",1430023.58367444,5083153.14646609,2020-02-07 06:32:22,79
"137",1430018.76813688,5083151.35366691,2020-02-07 06:37:14,80
"141",1429989.36965105,5083156.9230493,2020-02-07 01:22:24,17
"141",1429989.36965105,5083156.9230493,2020-02-07 01:27:16,18
"141",1429989.36965105,5083156.9230493,2020-02-07 01:32:06,19
"141",1429989.36965105,5083156.9230493,2020-02-07 01:37:25,20
"141",1430010.85304675,5083127.80532754,2020-02-07 06:22:25,77
